Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1000000,03/17/2021,West,Oregon,Eugene,Women's Street Footwear,116.76,364,42500.64,15036.73,35.38,Online
Sports Direct,1333333,03/17/2021,West,Oregon,Eugene,Women's Street Footwear,98.27,657,64563.39,29531.29,45.74,Online
Sports Direct,1333333,03/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,77.11,290,22361.9,8933.58,39.95,Outlet
West Gear,1555555,03/17/2021,West,Arizona,Tucson,Men's Street Footwear,106.44,652,69398.88,32055.34,46.19,Online
Finish Line,1666666,03/17/2021,South,Louisiana,New Orleans,Women's Apparel,73.76,273,20136.48,9637.32,47.86,In-Store
West Gear,1555555,03/17/2021,West,Nevada,Reno,Women's Athletic Footwear,117.76,368,43335.68,18742.68,43.25,In-Store
Sports Direct,1333333,03/17/2021,Southeast,Florida,Tampa,Men's Athletic Footwear,117.87,369,43494.03,19307.0,44.39,In-Store
Finish Line,1666666,03/17/2021,Northeast,New Jersey,Jersey City,Men's Street Footwear,71.04,116,8240.64,3311.09,40.18,In-Store
Sports Direct,1333333,03/17/2021,South,Arkansas,Fayetteville,Men's Apparel,59.6,470,28012.0,12426.12,44.36,Outlet
West Gear,1555555,03/17/2021,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,92.83,412,38245.96,19027.37,49.75,In-Store
Walmart,1222222,03/17/2021,South,Texas,Dallas,Men's Athletic Footwear,130.02,234,30424.68,10773.38,35.41,In-Store
Amazon,1111111,03/17/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,92.35,185,17084.75,6018.96,35.23,Online
Finish Line,1666666,03/18/2020,Northeast,Connecticut,New Haven,Men's Apparel,48.67,464,22582.88,8759.9,38.79,In-Store
Amazon,1111111,03/18/2020,West,Washington,Seattle,Women's Street Footwear,97.58,658,64207.64,23801.77,37.07,Online
Sports Direct,1333333,03/18/2020,Northeast,Connecticut,Hartford,Women's Street Footwear,116.01,404,46868.04,19661.14,41.95,Online
Walmart,1222222,03/18/2020,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,106.71,363,38735.73,11152.02,28.79,Online
West Gear,1555555,03/18/2020,Midwest,Illinois,Springfield,Women's Street Footwear,80.57,78,6284.46,1845.75,29.37,Outlet
Sports Direct,1333333,03/18/2020,Southeast,Florida,Tampa,Men's Athletic Footwear,136.68,534,72987.12,23823.0,32.64,Outlet
Sports Direct,1333333,03/18/2020,West,Oregon,Portland,Women's Athletic Footwear,76.05,65,4943.25,2345.57,47.45,Online
West Gear,1555555,03/18/2021,West,Arizona,Tucson,Men's Apparel,83.98,766,64328.68,24419.17,37.96,Online
Kohl's,1444444,03/18/2021,Southeast,Florida,Miami,Women's Apparel,87.3,133,11610.9,3997.63,34.43,In-Store
Walmart,1222222,03/18/2021,West,Washington,Seattle,Men's Apparel,57.54,595,34236.3,16077.37,46.96,Online
Foot Locker,1000000,03/18/2021,West,Washington,Spokane,Women's Apparel,86.54,445,38510.3,14595.4,37.9,Online
Walmart,1222222,03/18/2021,Southeast,Virginia,Richmond,Women's Street Footwear,74.61,171,12758.31,5609.83,43.97,Outlet
Foot Locker,1000000,03/18/2021,South,Arkansas,Little Rock,Men's Street Footwear,114.78,603,69212.34,23989.0,34.66,Online
Finish Line,1666666,03/18/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,116.41,235,27356.35,11681.16,42.7,Outlet
Foot Locker,1000000,03/18/2021,West,Oregon,Eugene,Women's Apparel,41.41,763,31595.83,10139.1,32.09,Online
Foot Locker,1000000,03/18/2021,Northeast,New Jersey,Newark,Men's Street Footwear,128.48,185,23768.8,9738.08,40.97,Online
Kohl's,1444444,03/18/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,102.94,199,20485.06,6422.07,31.35,Online
West Gear,1555555,03/18/2021,West,Arizona,Tucson,Women's Apparel,89.08,756,67344.48,31140.09,46.24,Online
Sports Direct,1333333,03/18/2021,Northeast,New Jersey,Newark,Men's Apparel,42.82,412,17641.84,5366.65,30.42,In-Store
Foot Locker,1000000,03/18/2021,West,California,Los Angeles,Women's Apparel,85.41,75,6405.75,2434.18,38.0,Outlet
Kohl's,1444444,03/18/2021,West,California,San Diego,Men's Apparel,44.18,360,15904.8,6145.61,38.64,In-Store
West Gear,1555555,03/18/2021,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,108.35,536,58075.6,22295.22,38.39,Online
West Gear,1555555,03/19/2020,West,Washington,Seattle,Women's Apparel,83.75,577,48323.75,23654.48,48.95,Online
Finish Line,1666666,03/19/2020,Midwest,Ohio,Cleveland,Women's Athletic Footwear,109.99,154,16938.46,5103.56,30.13,In-Store
Foot Locker,1000000,03/19/2020,South,Texas,Houston,Men's Street Footwear,77.15,447,34486.05,16984.38,49.25,Outlet
Amazon,1111111,03/19/2020,West,Nevada,Reno,Men's Apparel,70.31,72,5062.32,1943.93,38.4,Online
Finish Line,1666666,03/19/2020,Midwest,Indiana,Fort Wayne,Men's Street Footwear,105.54,535,56463.9,21992.69,38.95,In-Store
Kohl's,1444444,03/19/2020,West,California,San Francisco,Women's Apparel,64.41,97,6247.77,2995.18,47.94,Online
Foot Locker,1000000,03/19/2020,West,Arizona,Tucson,Women's Street Footwear,72.34,311,22497.74,9428.8,41.91,In-Store
Finish Line,1666666,03/19/2020,South,Mississippi,Jackson,Women's Apparel,73.86,273,20163.78,5714.42,28.34,Outlet
Walmart,1222222,03/19/2020,South,Mississippi,Jackson,Men's Athletic Footwear,80.64,63,5080.32,2305.45,45.38,In-Store
West Gear,1555555,03/19/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,89.46,252,22543.92,6600.86,29.28,Online
Finish Line,1666666,03/19/2020,Southeast,Florida,Tampa,Men's Apparel,64.32,389,25020.48,10218.36,40.84,In-Store
Foot Locker,1000000,03/19/2020,Southeast,Florida,Orlando,Men's Street Footwear,90.02,594,53471.88,21704.24,40.59,In-Store
West Gear,1555555,03/19/2020,Northeast,New Jersey,Newark,Women's Athletic Footwear,102.22,624,63785.28,20455.94,32.07,In-Store
West Gear,1555555,03/19/2020,Southeast,Georgia,Atlanta,Men's Street Footwear,87.84,129,11331.36,4364.84,38.52,Outlet
Amazon,1111111,03/19/2020,Southeast,Georgia,Atlanta,Men's Apparel,72.32,659,47658.88,21646.66,45.42,Online
West Gear,1555555,03/19/2020,Southeast,Florida,Miami,Women's Athletic Footwear,128.08,608,77872.64,22505.19,28.9,Outlet
Sports Direct,1333333,03/19/2020,West,Nevada,Las Vegas,Women's Street Footwear,85.77,55,4717.35,1512.85,32.07,Outlet
West Gear,1555555,03/19/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,76.36,346,26420.56,11500.87,43.53,In-Store
Sports Direct,1333333,03/19/2021,Southeast,Tennessee,Nashville,Men's Athletic Footwear,126.23,481,60716.63,27437.85,45.19,Outlet
Kohl's,1444444,03/19/2021,Southeast,Florida,Orlando,Women's Street Footwear,69.44,238,16526.72,7531.23,45.57,Outlet
Foot Locker,1000000,03/19/2021,South,Oklahoma,Tulsa,Women's Street Footwear,82.8,297,24591.6,7443.88,30.27,In-Store
Walmart,1222222,03/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,88.29,450,39730.5,16865.6,42.45,In-Store
Walmart,1222222,03/19/2021,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,85.81,345,29604.45,8745.15,29.54,In-Store
Sports Direct,1333333,03/19/2021,West,Arizona,Phoenix,Men's Athletic Footwear,91.1,303,27603.3,8361.04,30.29,Online
Amazon,1111111,03/19/2021,West,Washington,Seattle,Men's Apparel,50.61,541,27380.01,12477.07,45.57,In-Store
Amazon,1111111,03/19/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,92.59,175,16203.25,7348.17,45.35,In-Store
Finish Line,1666666,03/19/2021,Southeast,Florida,Miami,Women's Athletic Footwear,130.24,147,19145.28,8873.84,46.35,In-Store
Finish Line,1666666,03/19/2021,West,Oregon,Portland,Men's Apparel,79.27,502,39793.54,11380.95,28.6,In-Store
Finish Line,1666666,03/19/2021,West,Arizona,Tucson,Women's Apparel,44.22,597,26399.34,11755.63,44.53,In-Store
West Gear,1555555,03/19/2021,West,Arizona,Phoenix,Women's Athletic Footwear,100.43,505,50717.15,17416.27,34.34,Online
Kohl's,1444444,03/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,116.71,519,60572.49,21369.97,35.28,In-Store
Finish Line,1666666,03/19/2021,West,Oregon,Eugene,Women's Street Footwear,70.24,658,46217.92,19097.24,41.32,Online
Walmart,1222222,03/19/2021,West,Washington,Seattle,Women's Apparel,73.21,218,15959.78,6072.7,38.05,Online
Kohl's,1444444,03/20/2020,Midwest,Wisconsin,Madison,Women's Street Footwear,87.97,142,12491.74,4610.7,36.91,Online
West Gear,1555555,03/20/2020,Southeast,Florida,Tampa,Men's Street Footwear,118.26,85,10052.1,4924.52,48.99,In-Store
Walmart,1222222,03/20/2020,South,Arkansas,Fayetteville,Women's Athletic Footwear,128.77,188,24208.76,7068.96,29.2,Online
Amazon,1111111,03/20/2020,Southeast,Georgia,Savannah,Men's Street Footwear,96.12,350,33642.0,12262.51,36.45,In-Store
Foot Locker,1000000,03/20/2020,Southeast,North Carolina,Raleigh,Women's Street Footwear,83.23,323,26883.29,12979.25,48.28,In-Store
Sports Direct,1333333,03/20/2020,Southeast,North Carolina,Raleigh,Men's Apparel,81.67,126,10290.42,4186.14,40.68,In-Store
Finish Line,1666666,03/20/2020,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,90.45,100,9045.0,3234.49,35.76,Online
West Gear,1555555,03/20/2020,Southeast,Georgia,Atlanta,Men's Apparel,62.78,454,28502.12,9784.78,34.33,In-Store
Foot Locker,1000000,03/20/2020,South,Arkansas,Little Rock,Men's Apparel,65.16,510,33231.6,11258.87,33.88,In-Store
Walmart,1222222,03/20/2020,South,Oklahoma,Oklahoma City,Women's Apparel,45.5,374,17017.0,7284.98,42.81,In-Store
Finish Line,1666666,03/20/2020,Midwest,Michigan,Detroit,Women's Street Footwear,116.53,244,28433.32,8692.07,30.57,In-Store
Finish Line,1666666,03/20/2020,West,Nevada,Reno,Men's Street Footwear,93.27,505,47101.35,14643.81,31.09,Online
Sports Direct,1333333,03/20/2020,Southeast,Georgia,Savannah,Men's Street Footwear,126.77,47,5958.19,1882.79,31.6,Outlet
Amazon,1111111,03/20/2020,West,Oregon,Portland,Women's Athletic Footwear,138.16,171,23625.36,7744.39,32.78,In-Store
Foot Locker,1000000,03/20/2020,West,Arizona,Tucson,Women's Apparel,53.14,111,5898.54,2778.8,47.11,Online
Foot Locker,1000000,03/20/2020,West,Oregon,Eugene,Men's Apparel,53.04,516,27368.64,10068.92,36.79,Online
West Gear,1555555,03/20/2020,Northeast,Massachusetts,Worcester,Women's Street Footwear,87.47,529,46271.63,18429.99,39.83,Online
Walmart,1222222,03/20/2020,South,Mississippi,Biloxi,Women's Apparel,74.45,685,50998.25,19083.55,37.42,Outlet
Kohl's,1444444,03/20/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,84.59,84,7105.56,2897.65,40.78,In-Store
Finish Line,1666666,03/20/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,101.5,248,25172.0,9925.32,39.43,Online
West Gear,1555555,03/20/2021,Midwest,Michigan,Detroit,Men's Street Footwear,112.89,149,16820.61,8351.43,49.65,In-Store
Walmart,1222222,03/20/2021,Midwest,Illinois,Springfield,Women's Apparel,52.47,75,3935.25,1527.27,38.81,Online
Amazon,1111111,03/20/2021,Midwest,Ohio,Cleveland,Women's Street Footwear,106.31,681,72397.11,33288.19,45.98,Online
Finish Line,1666666,03/20/2021,South,Texas,Houston,Men's Apparel,54.95,613,33684.35,10004.25,29.7,Outlet
Sports Direct,1333333,03/20/2021,Midwest,Michigan,Grand Rapids,Women's Apparel,62.15,294,18272.1,8056.17,44.09,In-Store
West Gear,1555555,03/20/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,110.58,421,46554.18,15763.25,33.86,In-Store
Sports Direct,1333333,03/20/2021,Southeast,Florida,Tampa,Women's Street Footwear,119.3,573,68358.9,25190.25,36.85,In-Store
West Gear,1555555,03/20/2021,Southeast,Tennessee,Memphis,Men's Street Footwear,97.55,84,8194.2,2753.25,33.6,Online
Kohl's,1444444,03/20/2021,Midwest,Ohio,Columbus,Women's Street Footwear,119.63,133,15910.79,7231.45,45.45,In-Store
Sports Direct,1333333,03/21/2020,Southeast,Virginia,Richmond,Men's Athletic Footwear,112.28,273,30652.44,11681.64,38.11,In-Store
Amazon,1111111,03/21/2020,West,Arizona,Tucson,Women's Athletic Footwear,109.68,558,61201.44,25765.81,42.1,In-Store
West Gear,1555555,03/21/2020,Northeast,New Jersey,Jersey City,Women's Street Footwear,110.54,297,32830.38,15932.58,48.53,In-Store
Amazon,1111111,03/21/2020,Southeast,Tennessee,Nashville,Women's Street Footwear,101.51,647,65676.97,19519.2,29.72,Online
Foot Locker,1000000,03/21/2020,Northeast,New York,New York City,Women's Street Footwear,67.34,145,9764.3,2804.31,28.72,Online
Amazon,1111111,03/21/2020,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,102.56,609,62459.04,20911.29,33.48,In-Store
West Gear,1555555,03/21/2020,Midwest,Ohio,Columbus,Men's Apparel,76.99,532,40958.68,15449.61,37.72,Online
Finish Line,1666666,03/21/2020,Northeast,Massachusetts,Boston,Women's Athletic Footwear,133.92,368,49282.56,24281.52,49.27,Outlet
Walmart,1222222,03/21/2020,West,Nevada,Las Vegas,Men's Street Footwear,74.4,407,30280.8,11870.07,39.2,Online
Walmart,1222222,03/21/2020,Northeast,Connecticut,Hartford,Men's Athletic Footwear,145.09,650,94308.5,35601.46,37.75,In-Store
Foot Locker,1000000,03/21/2020,South,Arkansas,Fayetteville,Men's Street Footwear,89.17,559,49846.03,20003.21,40.13,Online
Kohl's,1444444,03/21/2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,112.97,677,76480.69,36542.47,47.78,In-Store
Amazon,1111111,03/21/2020,South,Oklahoma,Tulsa,Men's Street Footwear,101.5,384,38976.0,17445.66,44.76,Outlet
Walmart,1222222,03/21/2020,West,Oregon,Eugene,Women's Street Footwear,103.97,738,76729.86,26111.17,34.03,Outlet
Sports Direct,1333333,03/21/2020,West,Arizona,Tucson,Men's Apparel,60.41,153,9242.73,4274.76,46.25,In-Store
Foot Locker,1000000,03/21/2020,West,California,San Diego,Men's Athletic Footwear,104.73,634,66398.82,25377.63,38.22,In-Store
Walmart,1222222,03/21/2020,South,Mississippi,Biloxi,Women's Athletic Footwear,100.64,437,43979.68,17512.71,39.82,Online
West Gear,1555555,03/21/2021,West,California,Los Angeles,Women's Athletic Footwear,108.35,737,79853.95,25169.97,31.52,Online
Walmart,1222222,03/21/2021,Southeast,Georgia,Atlanta,Men's Apparel,81.3,398,32357.4,14049.58,43.42,Outlet
Walmart,1222222,03/21/2021,West,Washington,Seattle,Men's Street Footwear,113.47,455,51628.85,21431.14,41.51,Online
West Gear,1555555,03/21/2021,West,Nevada,Reno,Men's Apparel,69.14,91,6291.74,1896.33,30.14,Outlet
Foot Locker,1000000,03/21/2021,South,Arkansas,Fayetteville,Women's Apparel,49.53,278,13769.34,4728.39,34.34,Online
Walmart,1222222,03/21/2021,Midwest,Illinois,Chicago,Women's Street Footwear,77.12,267,20591.04,8782.08,42.65,Online
West Gear,1555555,03/21/2021,South,Arkansas,Fayetteville,Men's Athletic Footwear,92.4,78,7207.2,2368.29,32.86,Online
Amazon,1111111,03/21/2021,South,Louisiana,Baton Rouge,Men's Apparel,52.66,383,20168.78,6030.47,29.9,In-Store
Finish Line,1666666,03/21/2021,Southeast,Florida,Miami,Men's Street Footwear,122.34,92,11255.28,3214.51,28.56,Online
Finish Line,1666666,03/21/2021,Southeast,Florida,Miami,Women's Street Footwear,76.48,144,11013.12,4660.75,42.32,Outlet
Amazon,1111111,03/21/2021,West,Washington,Spokane,Women's Street Footwear,113.52,132,14984.64,6408.93,42.77,Outlet
West Gear,1555555,03/21/2021,West,California,Los Angeles,Men's Street Footwear,80.53,170,13690.1,4056.38,29.63,In-Store
Finish Line,1666666,03/21/2021,West,Nevada,Las Vegas,Men's Apparel,55.47,99,5491.53,2447.57,44.57,In-Store
Sports Direct,1333333,03/21/2021,West,Nevada,Las Vegas,Men's Apparel,46.1,767,35358.7,14645.57,41.42,Online
Kohl's,1444444,03/22/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,102.04,388,39591.52,18002.26,45.47,Outlet
Kohl's,1444444,03/22/2020,Southeast,Florida,Miami,Men's Apparel,62.88,231,14525.28,4223.95,29.08,Online
Kohl's,1444444,03/22/2020,South,Mississippi,Biloxi,Women's Athletic Footwear,133.2,78,10389.6,3621.81,34.86,In-Store
Sports Direct,1333333,03/22/2020,South,Mississippi,Biloxi,Women's Athletic Footwear,130.09,400,52036.0,21220.28,40.78,Outlet
West Gear,1555555,03/22/2020,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70.15,109,7646.35,2263.32,29.6,Online
Sports Direct,1333333,03/22/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,79.29,310,24579.9,8983.95,36.55,Outlet
Finish Line,1666666,03/22/2020,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,91.46,330,30181.8,10793.01,35.76,Online
Finish Line,1666666,03/22/2020,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,81.25,224,18200.0,8104.46,44.53,Online
Kohl's,1444444,03/22/2020,Northeast,Connecticut,New Haven,Men's Street Footwear,90.95,659,59936.05,25664.62,42.82,Online
Walmart,1222222,03/22/2020,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,74.91,200,14982.0,6945.66,46.36,In-Store
Kohl's,1444444,03/22/2020,West,Oregon,Portland,Men's Athletic Footwear,148.24,791,117257.84,41075.42,35.03,Outlet
West Gear,1555555,03/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,106.32,432,45930.24,21059.02,45.85,In-Store
Walmart,1222222,03/22/2020,Midwest,Michigan,Detroit,Women's Street Footwear,70.57,391,27592.87,9872.73,35.78,In-Store
Foot Locker,1000000,03/22/2020,Midwest,Illinois,Springfield,Women's Apparel,83.7,284,23770.8,10815.71,45.5,In-Store
Finish Line,1666666,03/22/2020,West,Oregon,Eugene,Women's Street Footwear,69.29,187,12957.23,4747.53,36.64,Online
West Gear,1555555,03/22/2020,West,Nevada,Reno,Women's Athletic Footwear,136.1,685,93228.5,42428.29,45.51,Outlet
West Gear,1555555,03/22/2021,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,78.75,379,29846.25,14439.62,48.38,In-Store
West Gear,1555555,03/22/2021,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,143.41,137,19647.17,9803.94,49.9,Outlet
Kohl's,1444444,03/22/2021,West,Oregon,Portland,Women's Street Footwear,68.17,400,27268.0,10495.45,38.49,Online
Walmart,1222222,03/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,114.57,80,9165.6,4160.27,45.39,Online
West Gear,1555555,03/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,107.42,574,61659.08,20822.27,33.77,In-Store
Foot Locker,1000000,03/22/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,80.81,625,50506.25,20111.59,39.82,In-Store
Sports Direct,1333333,03/22/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,136.43,468,63849.24,22660.1,35.49,In-Store
Walmart,1222222,03/22/2021,Southeast,Tennessee,Nashville,Men's Athletic Footwear,107.14,50,5357.0,1506.39,28.12,Outlet
Finish Line,1666666,03/22/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,85.22,144,12271.68,5132.02,41.82,In-Store
Kohl's,1444444,03/22/2021,Northeast,Massachusetts,Worcester,Men's Apparel,77.3,107,8271.1,3083.47,37.28,In-Store
Finish Line,1666666,03/22/2021,Northeast,New York,Buffalo,Women's Apparel,72.0,328,23616.0,9344.85,39.57,Outlet
Foot Locker,1000000,03/22/2021,South,Louisiana,Baton Rouge,Men's Athletic Footwear,147.51,482,71099.82,25091.13,35.29,In-Store
Kohl's,1444444,03/22/2021,Northeast,New Jersey,Newark,Women's Apparel,78.62,502,39467.24,14393.7,36.47,Online
Foot Locker,1000000,03/22/2021,Northeast,Massachusetts,Boston,Women's Apparel,77.73,71,5518.83,2555.77,46.31,Outlet
Foot Locker,1000000,03/22/2021,South,Arkansas,Fayetteville,Women's Street Footwear,117.36,276,32391.36,11800.17,36.43,In-Store
Walmart,1222222,03/23/2020,Southeast,Virginia,Richmond,Men's Athletic Footwear,119.85,470,56329.5,24255.48,43.06,In-Store
Finish Line,1666666,03/23/2020,Northeast,New York,New York City,Men's Athletic Footwear,120.16,326,39172.16,14246.91,36.37,In-Store
Finish Line,1666666,03/23/2020,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,111.12,75,8334.0,2867.73,34.41,Outlet
Kohl's,1444444,03/23/2020,South,Arkansas,Little Rock,Women's Apparel,83.48,50,4174.0,1862.02,44.61,In-Store
West Gear,1555555,03/23/2020,South,Mississippi,Jackson,Men's Street Footwear,89.12,318,28340.16,12344.97,43.56,Online
Foot Locker,1000000,03/23/2020,Northeast,New Jersey,Jersey City,Men's Street Footwear,98.0,186,18228.0,8454.15,46.38,Online
Finish Line,1666666,03/23/2020,Midwest,Ohio,Cleveland,Women's Athletic Footwear,93.48,371,34681.08,15450.42,44.55,In-Store
Walmart,1222222,03/23/2020,West,California,San Diego,Men's Athletic Footwear,100.97,400,40388.0,17330.49,42.91,Online
Kohl's,1444444,03/23/2020,Midwest,Wisconsin,Milwaukee,Women's Apparel,89.15,549,48943.35,18255.87,37.3,In-Store
